token,count
"""{rvs_on}{right}{right}{right}{right}{right}NM{right}M{right}{SHIFT--}{right}N{right}NM{right}{right}{right}{right}{right}{right}{right}{right}{right}{right}NM{right}M{right}M{SHIFT--}N{right}N{right}NM{right}{right}{right}{right}{right}{right}{right}{right}NM{right}M{right}M{right}{SHIFT--}{right}N{right}N{right}NM""",1
7768,1
"""{rvs_on}{down}{right}{right}WWW terra  2 WWW{right}{right}""",1
"""{rvs_on}{right}{right}NM{right}M{right}M{right}M{SHIFT--}N{right}N{right}{right}{right}NM""",1
38823,1
"""{down}{rvs_on}rang :{down}""",1
"""oberleutnant""",1
"""{right}l{right}{right}{right}{right}{right}{red}q{right}{right}{right}{right}{purple}n{white}{right}{right}{right}{right}{right}{right}{right}l""",1
"""{right}l{right}{right}{right}{right}{right}{right}{right}{right}{right}{right}{right}{right}{right}{right}{right}{right}{purple}n{white}{right}l""",1
"""{right}lvsx{blue}@ a bcdefghi{white}svsl""",1
8102,1
8103,1
"""lO""",1
"""terra 2-2""",1
"""{right}l{right}{right}{right}{right}{right}{right}{purple}n{white}{right}{right}{right}{right}{right}{red}q{right}{right}{purple}n{white}{right}{right}l""",1
"""{down}{right}{white}lppmpzmzpmmpzmpzmzml""",1
"""{down}{purple}{right}@{right}a{rvs_on}{right}{blue}andreas{right}{green}spindler{up}{up}{up}{up}""",1
"""{rvs_on}{right}{black}{rvs_off}ro{white}{rvs_on}{right}{right}{CBM-G}{CBM-G} {black}terra 2{white} {CBM-M} {right}{black}{rvs_off}uy{white}""",1
"""{rvs_on}{right}{right}{right}{right}{right}ML{CBM-@}{CBM-@}{CBM-@}{CBM-@}{CBM-@}{CBM-@}{CBM-@}{CBM-@}{CBM-@}{SHIFT-@}""",1
"""{rvs_on}{down}{black}dringen sie in die    unterwelt von terra 2 vor und sammeln /""",1
"""{rvs_on}schiessen sie das plutonium ({rvs_off}q{rvs_on}) hinfort !?""",1
""" H  HO   GG WRQ  {CBM-Y}{SHIFT-*}{CBM-W}O""",1
""" {CBM-X}  {CBM-C}{CBM-X}  H    O{CBM-C}{CBM-X}  {CBM-C}  """,1
"""@abc {CBM-C} {CBM-X}H    O{CBM-C} {CBM-X} def""",1
"""  {CBM-K}  W   {SHIFT-*}{SHIFT-*}        {CBM-I} """,1
""" {CBM-K}  SP  ORRH        {CBM-I}""",1
""" H  SO  WRRH SP  {CBM-I}{SHIFT-*}{CBM-K}O""",1
""" H  HO  ORRH{CBM-S}{SHIFT-*}{SHIFT-*}{CBM-E} {SHIFT-*}{SHIFT-*}{SHIFT-*}O""",1
"""{clr}{rvs_on}{white}{right}{right}{right}{right}{right}NO{CBM-T}{CBM-T}{CBM-T}{CBM-T}{CBM-T}{CBM-T}{CBM-T}{CBM-T}{CBM-T}P""",1
"""{home}{rvs_on}{down}{down}{down}{down}{right}{right}{right}{right}{right}{right}{right}{black}""",1
"""general""",1
"""captain""",1
"""major""",1
"""{down}{rvs_on}score : """,1
"""{down}{rvs_on}lives :""",1
"""commander""",1
"""brigadegeneral""",1
11220,1
""":""",1
"""{down}{rvs_on}used time for{down}""",1
"""{down}{down}{down}run{up}{up}{up}{left}{left}{left}""",1
"""{down}{down}{rvs_on}press fire-button """,1
12020,1
"""{rvs_on}mit >> f1 << kommen{right}{right}{right}sie weiter !""",1
"""  {CBM-C}  {CBM-X}{CBM-X}{CBM-C}H    O  {CBM-X}    """,1
""" {CBM-U}          UVUV H   """,1
"""        S    P       """,1
"""         {CBM-K}UT{CBM-I}        """,1
"""{CBM-U}{CBM-U}  O   {SHIFT-*}R    O     {CBM-I}""",1
"""          {CBM-K}{CBM-I}         """,1
"""         {CBM-K}  {CBM-I}        """,1
"""        {CBM-K}    {CBM-I}       """,1
"""    @abcSGGGGPdefg   """,1
"""{home}{down}{down}{down}{down}{down}{down}{down}{purple}pzmlllpzmlllllpmmllpmzm""",1
"""{up}   mlp   mlllp   mp""",1
"""    z     mlp""",1
"""{right}{right}{right}{right}{right}{right}{right}{right}{right}{right}{right}z""",1
"""{right}{right}{right}{right}{right}{right}x{right}{right}{right}{right}{right}{right}{right}{right}""",1
"""{rvs_on}{SHIFT-*}{SHIFT-*}{SHIFT-*}{SHIFT-*}{SHIFT-*}{SHIFT-*}{SHIFT-*}{SHIFT-*}{SHIFT-*}{SHIFT-*}{SHIFT-*}{SHIFT-*}{SHIFT-*}{SHIFT-*}{SHIFT-*}{SHIFT-*}{SHIFT-*}{SHIFT-*}{SHIFT-*}{SHIFT-*}{SHIFT-*}{SHIFT-*}""",1
""" ** terra 2 ** """,1
hoehle,1
grotte,1
"""wassertraeger fuer{right}{right}{right}{right}goofy !""",1
"""selbstmoerder""",1
"""officer""",1
"""leutnant""",1
"""pilot""",1
"""mechaniker""",1
"""co - pilot""",1
"""{rvs_on}{down}{right}{right}press {red}fire{black} - button""",1
"""{rvs_on}{blue}{home}{right}{right}{right}{right}** terra 2 **""",1
"""{rvs_on}{black}{down}time:""",1
""" score:""",1
"""    by    o. sohinger""",1
"""{clr}{blue}{down}{down}{rvs_on}{CBM-D}{CBM-F}{right}{CBM-D}{CBM-F}{right}{CBM-D}{CBM-I}{right}{right}{right}{CBM-D}{rvs_off}{CBM-B}{rvs_on}{right}{CBM-D}{CBM-F}{right}{rvs_off}{CBM-K}{right}{right}{CBM-K}""",1
"""{rvs_on}{CBM-C}{CBM-V}{right}{CBM-C}{CBM-V}{right}{rvs_off}{CBM-K}{right}{right}{right}{right}{rvs_on}{CBM-C}{CBM-B}{right}{CBM-C}{CBM-V}{right}{rvs_off}{CBM-K}{right}{right}{CBM-K}""",1
"""{CBM-K}{right}{right}{CBM-K}{rvs_on}{CBM-K}{rvs_off}{right}{CBM-K}{right}{right}{right}{right}{rvs_on}{CBM-D}{rvs_off}{CBM-B}{right}{CBM-K}{rvs_on}{CBM-K}{rvs_off}{right}{CBM-K}{right}{right}{CBM-K}""",1
"""{green}{down}{down}{right}{right}{right}{right}{right}{right}{right}flipper{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{left}{left}{left}{left}{left}{left}{left}{left}{left}{left}{left}{left}{left}daten werden geladen""",1
"""{home}{blue}""",1
"""{down}{down}{down}{rvs_on}""",1
"""{right}{right}{right}{right}{right}slv{right}{right}{right}{right}{right}{right}{right}x""",1
"""{right}{right}{right}{right}slllv{right}{right}{right}{right}{right}slv""",1
"""{right}{right}{right}{right}lllll{right}{right}{right}{right}slllv""",1
"""{right}{right}{right}slllllv{right}{right}slllllv""",1
"""vxslllllllvslllllllvsx""",1
"""{home}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}               """,1
"""{down}{down}{down}{down}{right}{blue} instruktion   <{rvs_on}j{rvs_off}/{rvs_on}n{rvs_off}>""",1
"""{down}{down}{down}{right}{right}{right}{right}{right}{right}{right}{right}{right}{right}{blue}by""",1
"""{home}{blue}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}      < taste >""",1
"""{home}{green}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}  daten {red}sind {green}geladen """,1
"""{down}{down}{blue} ich lade jetzt den""",1
"""{down}{down} zweiten teiel{down}""",1
"""bewegt.""",1
"""{down}{down}{blue}clr home taste wird   {down}der pac-man in die    {down}entsprechende richtung""",1
"""{down}und mit der       {red}>>>{home}""",1
"""{down}man's ausgewaehlt""",1
krater,1
erdspalte,1
"""{clr}{black}{down}{down}{down}{down}{down}{down}{down}{down}{right}{right}@{right}a{right}bcdefghi{right}tk{up}{left}{left}wj_""",1
"""{rvs_on}{blue}{down}{down}{right}{right}andreas spindler{down}{black}{right}{right}{right}{right}""",1
"""{rvs_on}{right}all rights reserved!{black}{down}{right}""",1
"""{down}beim pac-man spiel    {down}wird mit der taste 1  {down}die richtung des pac-""",1
"""{down}  linker  schlaeger :       taste 1.""",1
"""{down}  rechter schlaeger :       clr home""",1
"""{down}{down}{down}{down}{right}{blue} noch ein mahl <{rvs_on}j{rvs_off}/{rvs_on}n{rvs_off}>""",1
* 01.03.1986 *,1
*     in     *,1
* 5657  haan *,1
* o.sohinger *,1
*     by     *,1
*  pac-ball  *,1
"""{blue}{down}{down}die steuerung ist ganz{down}enfach :""",1
"""pac-ball2""",1
"""{down}{rvs_on}                  {red}>>>{home}""",1
"""{rvs_on}loch trifft sich das  {down}bild veraendert und   {down}aus dem flipper ein """,1
"""{CBM-K}{right}{right}{CBM-K}{rvs_on}{CBM-K}{right}{CBM-C}{rvs_off}{CBM-I}{right}{right}{right}{rvs_on}{CBM-C}{CBM-B}{right}{rvs_off}{CBM-K}{rvs_on}{CBM-K}{right}{CBM-C}{rvs_off}{CBM-I}{right}{rvs_on}{CBM-C}{rvs_off}{CBM-I}""",1
"""{home}{red}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}""",1
"""{down}{rvs_on}das sich nur dadurch  {down}unterscheidet das wenn{down}der ball in dieses ({rvs_off}3{rvs_on})""",1
"""{down}{blue}{rvs_on}pac-ball ist ein spiel{down}fuer flipper freunde.""",1
"""{clr}{right}{green}{rvs_on}pac-ball instruktion{down}{left}{left}{left}{left}{left}{left}{left}{left}{left}{left}{left}{left}{left}{left}{left}{left}{left}{left}{left}{left}{left}======================""",1
"""{down}{rvs_on}pac-man spiel wierd.""",1
7847,1
7835,1
"""{up}x  4  x{white}8{red}x{white}8{red}x{white}8{red}xxxxxxxx{white}8{red}x""",1
"""{clr}{red}xxxxxxxxxxxxxxxxxxxxxx""",1
"""{up}x     x{white}888{red}x{white}8888888888{red}x""",1
"""{up}x 7 {white}6{red} x{white}8{red}x{white}8{red}x{white}8{red}x{white}888888{red}x{white}8{red}x""",1
"""{up}x  5  x{white}8{red}x{white}8{red}x{white}8{red}x{white}8{red}x{white}8{red}xx{white}8{red}x{white}8{red}x""",1
"""{up}xxxxxxx{white}8{red}x{white}888{red}x{white}8{red}xx{white}888{red}x{white}8{red}x""",1
"""{up}x{white}9888888{red}x{white}8{red}xxx{white}8{red}xx{white}8{red}xxx{white}8{red}x""",1
"""{up}x{white}8{red}xxxxxxx{white}88888{red}xx{white}88888{red}x""",1
"""{up}x     x{white}8{red}x{white}8{red}x{white}8{red}x{white}8{red}x{white}88{red}x{white}8{red}x{white}8{red}x""",1
"""{home}{down}{down}{right}{right}{right}{white}4{down}{left}{left}{red}7 6{down}{left}{left}5""",1
"""x{white}, .{black}""",1
"""{home}{down}{down}{right}{right}{right}{red}4{down}{left}{left}7 {white}6{red}{down}{left}{left}5""",1
"""{home}{down}{down}{right}{right}{right}{red}4{down}{left}{left}7 6{white}{down}{left}{left}5""",1
"""{home}{down}{down}{right}{right}{right}{red}4{down}{left}{left}{white}7 {red}6{down}{left}{left}5""",1
"""rxxxxxx{white}fg   bc{red} 'xx${white} {red}j""",1
""" {red}t{rvs_on}{white}pac-{rvs_off}{red}x{white}de   @a{red}w '&{white} {red}l""",1
"""s{rvs_on}{white}ball{rvs_off}{red}xx(000000'xxx%{white} {red}k""",1
"""txxxxxxx(   'xxxxxxx&""",1
"""/////////////////////{home}""",1
""" {red}sxxxxx(     'xw %{white} {red}k""",1
""" {red}rx)*           1${white} {red}j""",1
"""x{red}  j{white} {red}j""",1
"""{up}x{white}8{red}x{white}8888888{red}x{white}8{red}x{white}8{red}xx{white}8{red}x{white}8{red}x{white}8{red}x""",1
"""   {red}s    {white}# 3 #{red}  k{white} {red}k""",1
"""  x{red}t           l{white} {red}l""",1
"""  {red}r             {red}j{white} {red}j""",1
"""{rvs_on}{up}{up}{up}{up}{right}{right}{right}{right}{right}{right}{right}{right}{CBM-+}""",1
"""speisekammer""",1
"""      {CBM-K}U      L{CBM-I}     """,1
"""  {red}s             k{white} {red}k""",1
"""  {red}t             l{white} {red}l""",1
"""{rvs_on}pac-ball{up}{left}{left}{left}{left}{left}{left}{left}{rvs_off}""",1
"""{clr}{white}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}""",1
1440,1
"""{up}x{white}8{red}x{white}8{red}xxxxxxx{white}8{red}x{white}8{red}x{white}88{red}x{white}8{red}x{white}8{red}x""",1
1360,1
"""{up}x{white}8{red}x{white}8{red}xxxxx{white}888{red}x{white}8{red}x{white}8{red}xx{white}8{red}x{white}8{red}x""",1
"""{up}x{white}8{red}x{white}8888888{red}x{white}8{red}x{white}888888{red}x{white}8{red}x""",1
"""{up}x{white}8{red}xxxxxxx{white}8{red}x{white}8{red}xxxxxxxx{white}8{red}x""",1
"""{up}x{white}888888888{red}x{white}8888888888{red}x""",1
"""{up}xxxxxxxxxxxxxxxxxxxxxx""",1
"""      {white}{rvs_on}pac - ball{rvs_off}""",1
38500,1
"""    x{red}!  {white}#   #  {red}z""",1
"""    {red}m{white}           {red}j""",1
"""    {red}n{white}           {red}k""",1
"""   x{red}o    {white}+ -    {red}l""",1
"""   {red}r    """,1
"""{home}{red}{down}{down}{down}{down}{down}{down}{down}{right}{right}{right}{right}{right}{right}{right}{right}{right}{right}{right}{right}{right}{right}{right}m{down}{left}n{down}{left}o""",1
"""{clr}{white}      xxxxxxxxx""",1
"""{rvs_on}ball{rvs_off}  xxxxxxxxx""",1
"""{CBM-@}{CBM-@}{CBM-@}{CBM-@}{CBM-@}{CBM-@}{CBM-@}{CBM-@}{CBM-@}{CBM-@}{CBM-@}{CBM-@}{CBM-@}{CBM-@}{CBM-@}{CBM-@}{CBM-@}{CBM-@}{CBM-@}{CBM-@}{CBM-@}""",1
"""FG{CBM-@}{CBM-@}{CBM-@}{CBM-@}{CBM-@}{CBM-@}{CBM-@}{CBM-@}{CBM-@}{CBM-@}{CBM-@}{CBM-@}{CBM-@}{CBM-@}{CBM-@}{CBM-@}{CBM-@}{CBM-@}G""",1
"""  {SHIFT-*}ABCDEFGU GFEDCBA{SHIFT-*} """,1
"""{rvs_on}{up}{up}{up}{up}{up}{right}{right}{right}{right}{right}{right}{right}{right}{right}{right}{SHIFT-POUND}""",1
"""ok hast getrunken""",1
"""iss""",1
"""ok hast gegessen""",1
1085,1
40100,1
"""fenster""",1
"""{rvs_on}{red}{up}{up}{up}{up}{up}{right}{right}{right}{right}{right}{right}{right}{CBM-M}""",1
"""{rvs_off}   x       x""",1
"""      xxxxxxxxx""",1
"""     {red}]xx{white}     {red}[\$""",1
"""     ^_   {white}#    {red}y""",1
"""{down}{down}{right}{right}f1  {red}={white}  spiel begin""",1
"""{down}{right}{right}f2  {red}={white}  farbe (blk)""",1
"""{down}{right}{right}f4  {red}={white}  farbe (blu)""",1
"""{down}{down}{down}{right}{right}{right}cursor kontrolle""",1
"""{clr}{down}{down}{down}{down}{down}{right}{right}{right}{right}{right}{right}{right}{red}pac-ball{down}{left}{left}{left}{left}{left}{left}{left}{left}{left}{white}==========""",1
"""{down}{down}{down}{down} noch ein spiel""",1
"""{down}{right}{right}{right}{right}{right}{right}{right}{right}{right}{right}{right}{right}{right}{right}{right}<{rvs_on}j{rvs_off}/{rvs_on}n{rvs_off}>""",1
1580,1
"""{home}{down}{down}{down}{down}{down}{right}{right}{right}{right}{right}game over""",1
"""{right}{right}{right}{right}{right}{right}game over""",1
"""{right}{right}{right}{right}{right}{right}{right}game over""",1
"""{down}{right}{right}{right}{right}{right}getilt !{$a0}!{$a0}!""",1
1530,1
1380,1
"""{rvs_on}super bonus{up}{left}{left}{left}{left}{left}{left}{left}{left}{left}{left}{rvs_off}""",1
"""{clr}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{black}""",1
"""{clr}{down}{down}{down}{white} du hast den flipper""",1
"""     {CBM-K}    SP  X {CBM-I}    """,1
"""    {CBM-K}     RQ  {SHIFT-+}  {CBM-I}   """,1
"""   {CBM-K}          {CBM-*}   {CBM-I}  """,1
"""       {CBM-Y}{SHIFT-*}{SHIFT-*}{SHIFT-*}{SHIFT-*}{SHIFT-*}{SHIFT-*}{CBM-W}      """,1
3420,1
"""geh treppe""",1
"""hoch""",1
425,1
"""{home}{white}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{right}{right}{right}{right}v{down}{left}v{down}{left}v{down}{left}{left}v{down}{left}v{down}{left}v""",1
"""{home}{white}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{right}{right}{right}{right}{right}{right}{right}de {down}{left}{left}{left}fg{up}{right}{right} @a{down}{left}{left}bc""",1
"""{home}{white}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{right}{right}{right}{right}{right}{right}{right}{right}{right}{right}{right}hia{left}{left}{down}00""",1
"""{home}{white}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{right}{right}{right}{right}{right}{right}{right}dqp{left}{left}{left}{down}00""",1
"""{home}{white}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{right}{right}{right}{right}{right}uu{right}{right}{right}{right}{right}{right}{right}uu""",1
"""{home}{white}{rvs_on}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{right}{right}{right}{right}{right}{right}{right}{right}{right}{right}Q""",1
"""{home}{white}{down}{down}{down}{down}{down}{down}{down}{right}{right}{right}{right}{right}{right}{right}{right}{right}{right}{right}{right}{right}{right}{right} {down}{left} {down}{left} """,1
"""{clr}{down}{down}{down}{down}{rvs_on}{white} der ball ist weg !!!!""",1
1800,1
"""{down}{down}{down}{down}{rvs_on}       <taste>""",1
428,1
"""{down}{down}{down}{down}{green}   mit""",1
"""punkten""",1
"""{down}{down}{down}{green}        <taste>""",1
"""{right}{right}{right}{right}{right}{right}{right}{right}game over""",1
v4,1
38642,1
38790,1
8070,1
7856,1
8009,1
38729,1
38576,1
"""{home}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{red}        """,1
"""{down}bitte geben sie nur   ganze natuerliche     zahlen ein.""",1
"""{down}nach jeder runde wird eine rangliste aus-   gegeben.""",1
"""{black}jeder mitspieler wird pro runde(=ein tag)   einmal aufgerufen.""",1
"""{clr}{down}{down}{down}{red}falsche eingabe!{black}""",1
"""{down}ihre namen,welche sie eingeben,sollten nichtmehr als 10 buchstabenhaben.""",1
"""{down}wollen sie die spiel- regeln nochmals lesen""",1
"""{home}{rvs_on}{white}{down}{down}""",1
"""{up}{right}{right}{right}{right}{right}{right}{right}{right}'null-verkauf'{right}{right}{right}{right}{right}{right}{right}{right}entstehen    """,1
"""{black}{down}{down}{down}{down}wer ueberschreitet am hoechsten die 1000 dm marke?""",1
655,1
"""{home}{down}{down}{down}{down}   doch vorsicht!!!   auch der pleitegeier  wartet,falls ihnen der""",1
"""{up}erfolg nicht treu ist!                     """,1
"""{down}{down}{down}{right}{right}{right}{right}{right}{right}{right}{right}              {right}{right}{right}{right}{right}{right}{right}{right}              {right}{right}{right}{right}{right}{right}{right}{right}              """,1
"""{clr}{black}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}von""",1
"""{down}heinz doetzl""",1
"""{clr}{black}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{right}{right}{right}{right}{right}{right}{right}{right}{right}{right}{right}{right}{right}austria{left}{left}{left}{left}{left}{left}{down}{down}1 9 8 6""",1
"""{clr}{black}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}  fuer 2-6 personen""",1
"""{black}{down}ein""",1
"""{down}wirtschaftsspiel""",1
"""{clr}{down}{down}{down}{black}computer laedt haupt-""",1
"""programm""",1
"""economy2""",1
"""{clr}{down}{down}{down}{black}wollen sie die spiel- regeln lesen""",1
""" {yellow}{CBM-+}{green}{CBM-+}{red}{CBM-+}{CBM-+}""",1
"""{clr}{down}{down}{down}{down}{down}{purple} a u s w e r t u n g""",1
4510,1
"""{black}{rvs_on}      {rvs_off}""",1
"""{CBM-*}{rvs_on}    {rvs_off}{SHIFT-POUND}""",1
"""  {rvs_on}  {rvs_off}""",1
4200,1
"""{down}{down}{down}{down}{down}{down}{black}bitte ton einschalten""",1
"""{home}{down}{down}{down}{down}wenn sie diese daten  eingegeben haben,ist  folgendes fuer den   """,1
"""tages-(runden)erfolg  entscheidend:        """,1
"""{down}{down}{down}{right}{right}{right}{right}{right}{right}{right}{right}die           {right}{right}{right}{right}{right}{right}{right}{right}wetterlage   """,1
"""{up}{up}{right}{right}{right}{right}{right}{right}{right}{right}              {right}{right}{right}{right}{right}{right}{right}{right}die hoehe des {right}{right}{right}{right}{right}{right}{right}{right}eispreises   """,1
638,1
"""{up}{up}{up}{up}{up}{right}{right}{right}{right}{right}{right}{right}{right}und die hoehe {right}{right}{right}{right}{right}{right}{right}{right}der fixkosten,{right}{right}{right}{right}{right}{right}{right}{right}die auch bei""",1
"""{up}{right}{right}{right}{right}{right}{right}{right}{right}verkaufen   """,1
"""{up}{up}{up}{up}{right}{right}{right}{right}{right}{right}{right}{right}und zu welchem{right}{right}{right}{right}{right}{right}{right}{right}preis werden  {right}{right}{right}{right}{right}{right}{right}{right}sie ihr eis   """,1
"""{black}{down}""",1
0.25,1
"""geben sie bitte die   anzahl der spieler ein""",1
"""{red}wetterbericht:{black}""",1
"""windstaerke:""",1
"""{clr}{blue}""",1
"""km/h""",1
"""{black}{down}eine portion eis      kostet    {red} dm""",1
"""{home}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}  leertaste druecken""",1
"""{clr}{down}{down}{red}ihr kapital ist zu    klein!{black}""",1
"""V""",1
"""{clr}{down}{down}poke44,28:poke7168,0:clr""",1
"""{up}{up}{up}{up}{right}{right}{right}{right}{right}{right}{right}{right}wieviel werbe-{right}{right}{right}{right}{right}{right}{right}{right}tafeln werden {right}{right}{right}{right}{right}{right}{right}{right}sie benoetigen""",1
"""{home}{blue}{down}{down}{down}{down}sie sind ein eisver-  kaeufer!""",1
"""bei beruecksichtigung der wetterlage muessensie nun entscheiden:""",1
"""{down}{down}{down}{right}{right}{right}{right}{right}{right}{right}{right}wieviel por-  {right}{right}{right}{right}{right}{right}{right}{right}tionen eis    {right}{right}{right}{right}{right}{right}{right}{right}moechten sie""",1
"""{up}{up}{up}um wieviel wollen sie das eis verkaufen""",1
"""{down}{down}verkaufte portionen   eis:{red}""",1
"""{black}{down}erzeugte portionen    eis:{red}""",1
"""{red}{down}{down}bankrott{black}""",1
"""{black}{down}{down}neues kapital:{red}dm""",1
"""{blue}{down}{down}{down}{down}  leertaste druecken{black}""",1
